token_index,token,saliency,in_prompt,is_gender_lexicon
0,<|im_start|>,0.001567379105836153,1.0,0.0
1,system,0.00018676675972528756,1.0,0.0
2,Ċ,0.0008741390192881227,1.0,0.0
3,You,0.00032613525399938226,1.0,0.0
4,Ġare,0.00014577340334653854,1.0,0.0
5,Ġan,0.00038526157732121646,1.0,0.0
6,Ġexpert,1.7722253687679768e-05,1.0,0.0
7,Ġin,0.0005417977226898074,1.0,0.0
8,ĠMult,0.00045359256910160184,1.0,0.0
9,im,6.3191051594913e-05,1.0,0.0
10,odal,0.00028952135471627116,1.0,0.0
11,ĠEm,0.00015151669504120946,1.0,0.0
12,otion,1.262221485376358e-05,1.0,0.0
13,ĠRecognition,0.0008182318415492773,1.0,0.0
14,Ġin,2.017943188548088e-06,1.0,0.0
15,ĠConversation,0.0004061117069795728,1.0,0.0
16,Ġ(,0.000327901856508106,1.0,0.0
17,M,0.00022206910944078118,1.0,0.0
18,ERC,0.00032894843025133014,1.0,0.0
19,).Ċ,0.0014333337312564254,1.0,0.0
20,You,4.414428258314729e-05,1.0,0.0
21,Ġwill,0.0005402624374255538,1.0,0.0
22,Ġbe,0.000293210381641984,1.0,0.0
23,Ġgiven,9.685405530035496e-06,1.0,0.0
24,Ġthe,0.00019366139895282686,1.0,1.0
25,Ġtarget,0.00012827198952436447,1.0,1.0
26,Ġutter,0.0002580106083769351,1.0,0.0
27,ance,0.00013558613136410713,1.0,0.0
28,Ġin,0.0002996940747834742,1.0,0.0
29,Ġmodal,0.00014121702406555414,1.0,0.0
30,ities,0.0001663633156567812,1.0,0.0
31,Ġare,0.0007053688168525696,1.0,0.0
32,Ġavailable,9.3188660684973e-05,1.0,0.0
33,Ġ(,0.00040819356217980385,1.0,0.0
34,text,0.0003330446779727936,1.0,0.0
35,Ġand,0.00032913597533479333,1.0,0.0
36,/or,2.9518298106268048e-05,1.0,0.0
37,Ġaudio,0.00021998336887918413,1.0,0.0
38,Ġand,0.00010729033965617418,1.0,0.0
39,/or,6.43259845674038e-05,1.0,0.0
40,Ġvideo,0.00010488041152711958,1.0,0.0
41,Ġof,0.0005119654815644026,1.0,0.0
42,Ġthat,0.0004794909036718309,1.0,0.0
43,Ġutter,0.0002797660999931395,1.0,0.0
44,ance,0.00012499853619374335,1.0,0.0
45,).,4.436151357367635e-05,1.0,0.0
46,ĠUse,0.0002860702807083726,1.0,0.0
47,Ġonly,0.0005021312972530723,1.0,0.0
48,Ġwhat,0.0013023369247093797,1.0,0.0
49,Ġthe,8.404438267461956e-05,1.0,1.0
50,Ġuser,3.336835652589798e-05,1.0,0.0
51,Ġprovides,0.00034588921698741615,1.0,0.0
52,Ġfor,3.5638659028336406e-05,1.0,0.0
53,Ġthat,1.0067364200949669e-05,1.0,0.0
54,Ġtarget,0.00015938945580273867,1.0,1.0
55,.ĊĊ,0.00011087628081440926,1.0,0.0
56,Think,7.727675256319344e-05,1.0,0.0
57,Ġstep,0.0003074722771998495,1.0,0.0
58,Ġby,0.0021227202378213406,1.0,0.0
59,Ġstep,0.00027149845845997334,1.0,0.0
60,.,3.981241025030613e-05,1.0,0.0
61,ĠYour,8.024100679904222e-05,1.0,0.0
62,Ġanswer,0.000542380497790873,1.0,0.0
63,ĠMUST,0.0003101644106209278,1.0,0.0
64,Ġuse,3.5532109905034304e-05,1.0,0.0
65,Ġthese,0.00014759163605049253,1.0,1.0
66,Ġsection,6.9081608671695e-05,1.0,0.0
67,Ġheaders,0.00015919189900159836,1.0,0.0
68,",",0.00019966484978795052,1.0,0.0
69,Ġin,1.1878961231559515e-05,1.0,0.0
70,Ġthis,0.0003228475106880069,1.0,1.0
71,Ġorder,8.742905629333109e-05,1.0,0.0
72,.,0.00010522501543164253,1.0,0.0
73,ĠIf,5.2445000619627535e-05,1.0,0.0
74,Ġa,0.00018159289902541786,1.0,0.0
75,Ġsection,7.817088044248521e-05,1.0,0.0
76,Ġdoes,4.376706783659756e-06,1.0,0.0
77,Ġnot,6.818784459028393e-05,1.0,0.0
78,Ġapply,3.4361903090029955e-05,1.0,0.0
79,",",0.0002322811633348465,1.0,0.0
80,Ġwrite,5.822512321174145e-07,1.0,0.0
81,Ġa,7.357902359217405e-05,1.0,0.0
82,Ġsingle,0.00020485285494942218,1.0,0.0
83,Ġshort,0.00021864610607735813,1.0,0.0
84,Ġline,0.00044799514580518007,1.0,0.0
85,Ġsuch,8.005695417523384e-05,1.0,0.0
86,Ġas,0.00011155508400406688,1.0,0.0
87,"Ġ""",0.00046453153481706977,1.0,0.0
88,Not,4.952127346768975e-05,1.0,0.0
89,Ġprovided,6.818416295573115e-05,1.0,0.0
90,".""Ċ",0.000534313265234232,1.0,0.0
91,###,0.0012087528593838215,1.0,0.0
92,Ġ,0.0012576448498293757,1.0,0.0
93,1,0.000349538866430521,1.0,0.0
94,),0.00229957839474082,1.0,0.0
95,ĠText,0.00045566330663859844,1.0,0.0
96,Ċ,0.0007872511632740498,1.0,0.0
97,###,0.0007941665826365352,1.0,0.0
98,Ġ,0.004804916214197874,1.0,0.0
99,2,9.026122279465199e-05,1.0,0.0
100,),0.0013661523116752505,1.0,0.0
101,ĠAc,0.00017629575449973345,1.0,0.0
102,oustic,0.00017245393246412277,1.0,0.0
103,Ċ,0.00017460749950259924,1.0,0.0
104,###,0.0013297433033585548,1.0,0.0
105,Ġ,0.00016230170149356127,1.0,0.0
106,3,4.3512354750419036e-05,1.0,0.0
107,),0.0005153869860805571,1.0,0.0
108,ĠInt,0.00014988762268330902,1.0,0.0
109,egrate,0.0002830257872119546,1.0,0.0
110,Ċ,0.0005973479128442705,1.0,0.0
111,###,0.0006373608484864235,1.0,0.0
112,Ġ,0.00011729379184544086,1.0,0.0
113,4,5.5530035751871765e-05,1.0,0.0
114,),0.00022625623387284577,1.0,0.0
115,ĠFinal,0.0001821403857320547,1.0,0.0
116,Ċ,3.627277328632772e-05,1.0,0.0
117,The,0.00026090542087331414,1.0,1.0
118,Ġlast,7.698440458625555e-05,1.0,0.0
119,Ġline,0.00044392619747668505,1.0,0.0
120,Ġof,0.0001483756204834208,1.0,0.0
121,Ġthe,0.0002581165754236281,1.0,1.0
122,Ġentire,0.00011948042083531618,1.0,0.0
123,Ġmessage,0.00019100794452242553,1.0,0.0
124,Ġmust,0.00012364721624180675,1.0,0.0
125,Ġbe,0.00023096502991393209,1.0,0.0
126,Ġone,2.187443897128105e-06,1.0,0.0
127,Ġline,0.00023001930094324052,1.0,0.0
128,Ġof,0.0003429118951316923,1.0,0.0
129,Ġvalid,6.678997306153178e-05,1.0,0.0
130,ĠJSON,0.00028626550920307636,1.0,1.0
131,Ġand,0.000392222311347723,1.0,0.0
132,Ġnothing,2.2565829567611217e-05,1.0,0.0
133,Ġelse,0.00020718283485621214,1.0,0.0
134,:Ċ,0.00043886370258405805,1.0,0.0
135,"{""",0.0004985728301107883,1.0,0.0
136,emotion,0.0010638711974024773,1.0,0.0
137,""":",3.3106771297752857e-06,1.0,0.0
138,"Ġ""<",0.0004607567097991705,1.0,0.0
139,one,0.0006930609233677387,1.0,0.0
140,Ġof,0.000268207979388535,1.0,0.0
141,:,0.00030365888960659504,1.0,0.0
142,ĠAng,0.0009316610521636903,1.0,0.0
143,er,0.0020611470099538565,1.0,0.0
144,",",0.0005658448790200055,1.0,0.0
145,ĠDis,0.0004907515831291676,1.0,0.0
146,g,6.552695413120091e-05,1.0,0.0
147,ust,0.00046992755960673094,1.0,0.0
148,",",0.0002299533225595951,1.0,0.0
149,ĠSad,6.837956607341766e-05,1.0,0.0
150,ness,3.78025506506674e-05,1.0,0.0
151,",",0.0008071998017840087,1.0,0.0
152,ĠJoy,0.0003245354164391756,1.0,0.0
153,",",0.0007120175869204104,1.0,0.0
154,ĠNeutral,0.0004967080894857645,1.0,0.0
155,",",0.0002831649617291987,1.0,0.0
156,ĠSurprise,0.00033265750971622765,1.0,0.0
157,",",4.139576049055904e-05,1.0,0.0
158,ĠFear,0.00023587822215631604,1.0,0.0
159,">""",0.00046057335566729307,1.0,0.0
160,}Ċ,0.0002564560854807496,1.0,0.0
161,<|im_end|>,0.003145919181406498,1.0,0.0
162,Ċ,0.0009772195480763912,1.0,0.0
163,<|im_start|>,0.002636304125189781,1.0,0.0
164,user,0.00022820354206487536,1.0,0.0
165,Ċ,0.0021607258822768927,1.0,0.0
166,Target,0.0005055612418800592,1.0,1.0
167,Ġutter,0.0004005159134976566,1.0,0.0
168,ance,0.00026981867267750204,1.0,0.0
169,:Ċ,0.0017279369058087468,1.0,0.0
170,-,0.0006669535068795085,1.0,0.0
171,ĠSpeaker,0.00010042928624898195,1.0,0.0
172,Ġlabel,0.00018048251513391733,1.0,0.0
173,:,0.0018574419664219022,1.0,0.0
174,ĠĊ,0.0004127320135012269,1.0,0.0
175,-,0.00028520546038635075,1.0,0.0
176,ĠDialogue,6.88119325786829e-05,1.0,0.0
177,_ID,0.000449294806458056,1.0,0.0
178,:,7.804296910762787e-05,1.0,0.0
179,Ġ,5.051551852375269e-07,1.0,0.0
180,2,5.7376426411792636e-05,1.0,0.0
181,1,2.600240259198472e-05,1.0,0.0
182,0,5.670879909303039e-05,1.0,0.0
183,Ċ,0.0009921594755724072,1.0,0.0
184,-,0.00045152701204642653,1.0,0.0
185,ĠUt,0.00022708578035235405,1.0,0.0
186,ter,5.1467533921822906e-05,1.0,0.0
187,ance,4.37458511441946e-05,1.0,0.0
188,_ID,0.0001187349553219974,1.0,0.0
189,:,0.00018918549176305532,1.0,0.0
190,Ġ,1.945137046277523e-05,1.0,0.0
191,6,3.873974492307752e-06,1.0,0.0
192,Ċ,0.0001436834572814405,1.0,0.0
193,-,5.26761868968606e-06,1.0,0.0
194,ĠText,0.00011493731290102005,1.0,0.0
195,:,0.0011298656463623047,1.0,0.0
196,ĠOh,0.0009207502007484436,1.0,0.0
197,Ġmy,0.0018720775842666626,1.0,0.0
198,Ġgood,0.00019516400061547756,1.0,0.0
199,ĠGod,0.002182719763368368,1.0,0.0
200,.Ċ,0.0006733910413458943,1.0,0.0
201,-,0.0019980743527412415,1.0,0.0
202,ĠGold,0.0017581591382622719,1.0,0.0
203,Ġlabel,0.0009996371809393167,1.0,0.0
204,Ġ(,0.00037435151170939207,1.0,0.0
205,for,0.0002982144942507148,1.0,0.0
206,Ġlogging,0.0009845939930528402,1.0,0.0
207,Ġonly,0.0014747006352990866,1.0,0.0
208,;,0.0008491964545100927,1.0,0.0
209,Ġdo,0.0005985958268865943,1.0,0.0
210,Ġnot,4.8507354222238064e-05,1.0,0.0
211,Ġcopy,0.00029709190130233765,1.0,0.0
212,Ġblindly,0.0008851801976561546,1.0,0.0
213,):,0.0005980459973216057,1.0,0.0
214,ĠDis,0.0017956558149307966,1.0,0.0
215,g,0.0015830061165615916,1.0,0.0
216,ust,0.0017131607746705413,1.0,0.0
217,Ċ,0.0007263068691827357,1.0,0.0
218,-,0.0001570404856465757,1.0,0.0
219,ĠSpeaker,3.689774894155562e-05,1.0,0.0
220,Ġgender,3.579232725314796e-05,1.0,1.0
221,Ġ(,5.207295180298388e-05,1.0,0.0
222,metadata,6.469746585935354e-05,1.0,0.0
223,):,0.00010015951556852087,1.0,0.0
224,Ġmale,0.00036871631164103746,1.0,1.0
225,Ċ,0.00045891437912359834,1.0,0.0
226,-,8.299815817736089e-05,1.0,0.0
227,ĠVoice,1.861691998783499e-05,1.0,0.0
228,Ġconversion,5.648413207381964e-06,1.0,1.0
229,Ġtarget,7.25330610293895e-05,1.0,1.0
230,Ġgender,0.00020997739920858294,1.0,1.0
231,:,0.00032431623549200594,1.0,0.0
232,Ġfemale,0.0003081218746956438,1.0,1.0
233,Ċ,0.00010044196096714586,1.0,0.0
234,-,0.00023193983361124992,1.0,0.0
235,ĠUsing,3.497989382594824e-05,1.0,0.0
236,Ġcounter,2.6232621166855097e-05,1.0,0.0
237,f,4.97443979838863e-05,1.0,0.0
238,actual,0.0001285220350837335,1.0,0.0
239,Ġaudio,8.503897697664797e-05,1.0,0.0
240,Ġfile,3.0103561584837735e-05,1.0,0.0
241,:,0.00013541465159505606,1.0,0.0
